"scenario","replication","Method","Metric","pre_Q_TC","pre_B_TC","pre_Q_RE","pre_B_RE","pre_Q_LC","pre_B_LC","post_Q_TC","post_B_TC","post_Q_RE","post_B_RE","post_Q_LC","post_B_LC","max_abs_mean_delta","pre_max_spread","post_max_spread","replication_fidelity"
"ScenarioI",15,"IMDS","Int-Euclidean",0.504965436438196,-0.0315172817809022,0.492440522438137,-0.0423350486034126,0.026,0.002,0.504965436438196,-0.0315172817809022,0.492440522438137,-0.0423350486034126,0.026,0.002,0,0,0,3.33066907387547e-16
"ScenarioI",15,"IMDS","Hausdorff",0.572854715875805,-0.0818289396602228,0.576739317327728,-0.114241486937895,0.0536666666666667,-0.009,0.572854715875805,-0.0818289396602228,0.576739317327728,-0.114241486937895,0.0536666666666667,-0.009,0,0,0,4.44089209850063e-16
"ScenarioI",16,"IMDS","Int-Euclidean",0.453495606326889,-0.081327475102519,0.446030252034014,-0.0697785270538451,0.026,0.000666666666666666,0.453495336848272,-0.081328014059754,0.446030074074552,-0.0697788829727704,0.026,0.000666666666666666,5.38957234924586e-07,0,1.17164616286747e-06,2.77555756156289e-16
"ScenarioI",16,"IMDS","Hausdorff",0.551130052724077,-0.0641042765084945,0.566624020566661,-0.0953222820998295,0.055,-0.000333333333333331,0.551130052724077,-0.0641042765084945,0.566624020566661,-0.0953222820998295,0.055,-0.000333333333333331,0,0,0,3.33066907387547e-16
"ScenarioI",17,"IMDS","Hausdorff",0.573845928529584,-0.0662765084944348,0.575278407846182,-0.0747996535992654,0.047,0.00466666666666667,0.573846772114821,-0.0662748213239602,0.575278964936674,-0.074798539418282,0.047,0.00466666666666667,1.68717047457911e-06,0,3.51493848871343e-06,3.33066907387547e-16
"ScenarioI",17,"Int-UMAP","Hausdorff",0.905695957820738,-0.00131341534856466,0.906161240760639,0.00858630304721805,0.291,0.0186666666666667,0.905695957820738,-0.00131341534856466,0.906161240760639,0.00858630304721805,0.291,0.0186666666666667,0,0,0,4.44089209850063e-16
"ScenarioI",18,"IMDS","Int-Euclidean",0.538387814879906,-0.0310017574692443,0.530080199967976,-0.0403093719022703,0.033,-0.00266666666666666,0.538387814879906,-0.0310017574692443,0.530080199967976,-0.0403093719022703,0.033,-0.00266666666666666,0,0,0,3.33066907387547e-16
"ScenarioI",18,"IMDS","Ichino-Yaguchi",0.578130052724077,-0.0520820152314001,0.586704691838597,-0.0766350862309699,0.059,-0.003,0.578130052724077,-0.0520820152314001,0.586704691838597,-0.0766350862309699,0.059,-0.003,0,0,0,3.33066907387547e-16
"ScenarioI",18,"IMDS","Wasserstein",0.573034563561804,-0.0566772114821323,0.582119457745604,-0.0817375595328287,0.0536666666666667,-0.003,0.573034563561804,-0.0566772114821323,0.582119457745604,-0.0817375595328287,0.0536666666666667,-0.003,0,0,0,3.33066907387547e-16
"ScenarioI",19,"IMDS","Int-Euclidean",0.546398945518453,-0.0462132396016403,0.536248800439311,-0.0364924438614808,0.0406666666666667,-0.00633333333333333,0.546398945518453,-0.0462132396016403,0.536248800439311,-0.0364924438614808,0.0406666666666667,-0.00633333333333333,0,0,0,4.44089209850063e-16
"ScenarioI",19,"IMDS","Hausdorff",0.589968951376684,-0.0844698301113065,0.59216886790179,-0.107382669493262,0.0583333333333333,-0.00966666666666667,0.589968951376684,-0.0844698301113065,0.59216886790179,-0.107382669493262,0.0583333333333333,-0.00966666666666667,0,0,0,3.05311331771918e-16
"ScenarioI",19,"IMDS","Ichino-Yaguchi",0.581152899824253,-0.0532091388400703,0.577989690571296,-0.0797234382222599,0.057,-0.00766666666666667,0.581152899824253,-0.0532091388400703,0.577989690571296,-0.0797234382222599,0.057,-0.00766666666666667,0,0,0,4.44089209850063e-16
"ScenarioI",20,"IMDS","Hausdorff",0.597842999414177,-0.0986362038664323,0.600466429725125,-0.116690113654873,0.055,0.002,0.597842999414177,-0.0986362038664323,0.600466429725125,-0.116690113654873,0.055,0.002,0,0,0,4.44089209850063e-16
"ScenarioI",21,"IMDS","Int-Euclidean",0.546308728763913,-0.0478137082601054,0.534941430120437,-0.0533464745772964,0.034,-0.003,0.546308435852373,-0.0478142940831869,0.534941309224063,-0.0533467163700446,0.034,-0.003,5.85823081433734e-07,0,1.17164616286747e-06,2.22044604925031e-16
"ScenarioI",21,"IMDS","Hausdorff",0.57609431751611,-0.0834387814879906,0.582819790866927,-0.106910548811201,0.051,-0.00233333333333333,0.576094657293497,-0.0834381019332161,0.582819977853319,-0.106910174838417,0.051,-0.00233333333333333,6.79554774452029e-07,0,7.02987697720481e-06,4.44089209850063e-16
"ScenarioI",21,"IMDS","Ichino-Yaguchi",0.56331985940246,-0.0606151142355009,0.566370161976578,-0.0830456936097478,0.048,0.00166666666666667,0.563319531341535,-0.0606157703573521,0.566370041617521,-0.0830459343278615,0.048,0.00166666666666667,6.56121851141944e-07,0,1.17164616275645e-06,4.44089209850063e-16
"ScenarioI",21,"IMDS","Wasserstein",0.563483304042179,-0.0618652606912712,0.569678694282315,-0.0848668735184437,0.051,-0.000666666666666666,0.563483304042179,-0.0618652606912712,0.569678694282315,-0.0848668735184437,0.051,-0.000666666666666666,0,0,0,3.33066907387547e-16
"ScenarioI",21,"IMDS","Centers-Euclidean",0.509297012302285,0.00270884592852949,0.503519192126675,0.0073436049963132,0.032,0.00133333333333333,0.509297012302285,0.00270884592852949,0.503519192126675,0.0073436049963132,0.032,0.00133333333333333,0,0,0,4.44089209850063e-16
"ScenarioI",22,"IMDS","Int-Euclidean",0.474515524311658,-0.0427932044522554,0.460016742804516,-0.0310886338525507,0.0253333333333333,-0.002,0.474515489162273,-0.0427932747510252,0.460016694292448,-0.0310887308766883,0.0253333333333333,-0.002,9.70241376720138e-08,0,2.34329232573494e-06,4.44089209850063e-16
"ScenarioI",22,"IMDS","Hausdorff",0.585966608084359,-0.0788857644991212,0.587497375205389,-0.116986315144531,0.058,-0.018,0.585966608084359,-0.0788857644991212,0.587497375205389,-0.116986315144531,0.058,-0.018,0,0,0,4.44089209850063e-16
"ScenarioI",22,"IMDS","Ichino-Yaguchi",0.574141183362624,-0.0549115407147042,0.577650906692102,-0.0802259357494493,0.0563333333333333,-0.0126666666666667,0.574141183362624,-0.0549115407147042,0.577650906692102,-0.0802259357494493,0.0563333333333333,-0.0126666666666667,0,0,0,4.44089209850063e-16
"ScenarioI",23,"IMDS","Int-Euclidean",0.538025776215583,-0.0783901581722319,0.522268220925804,-0.0746593355105428,0.0316666666666667,0.00466666666666667,0.538024370240187,-0.0783929701230228,0.522266699243442,-0.0746623788752661,0.0316666666666667,0.00466666666666667,3.04336472331523e-06,0,1.05448154658072e-05,4.44089209850063e-16
"ScenarioI",23,"IMDS","Hausdorff",0.565956063268893,-0.0602214411247803,0.567285495674366,-0.0812287661830352,0.041,0.00166666666666667,0.565956391329818,-0.0602207850029291,0.567285856751537,-0.081228044028694,0.041,0.00166666666666667,7.2215434115952e-07,0,1.28956132350311e-06,2.22044604925031e-16
"ScenarioI",24,"IMDS","Int-Euclidean",0.507689513766842,-0.0626690099589924,0.495746850208088,-0.0547049506719765,0.031,-0.002,0.507689513766842,-0.0626690099589924,0.495746850208088,-0.0547049506719765,0.031,-0.002,0,0,0,4.44089209850063e-16
"ScenarioI",24,"IMDS","Hausdorff",0.580454012888108,-0.0939484475688342,0.581963284193371,-0.126707995571892,0.0523333333333333,-0.00633333333333334,0.580454352665495,-0.0939477680140598,0.581965137292993,-0.126704289372648,0.0523333333333333,-0.00633333333333334,3.70619924361382e-06,0,1.66353410728792e-05,3.33066907387547e-16
"ScenarioI",24,"IMDS","Wasserstein",0.566185705916813,-0.0858640890451084,0.572293457947943,-0.112622580863555,0.0506666666666667,-0.00966666666666667,0.566185705916813,-0.0858640890451084,0.572293457947943,-0.112622580863555,0.0506666666666667,-0.00966666666666667,0,0,0,4.44089209850063e-16
"ScenarioI",24,"IMDS","Centers-Euclidean",0.510171646162859,-0.00755594610427646,0.512283393996447,-0.00864592530093222,0.0346666666666667,0.00666666666666667,0.510171646162859,-0.00755594610427646,0.512283393996447,-0.00864592530093222,0.0346666666666667,0.00666666666666667,0,0,0,3.33066907387547e-16
"ScenarioI",25,"IMDS","Int-Euclidean",0.571865260691271,-0.0699332161687171,0.557606392263369,-0.0688413506435449,0.0433333333333333,-0.004,0.571866514352665,-0.0699307088459286,0.5576075915554,-0.0688389520594832,0.0433333333333333,-0.004,2.50732278850307e-06,0,4.68658465135885e-06,3.33066907387547e-16
"ScenarioI",25,"IMDS","Hausdorff",0.606613356766257,-0.0883737551259519,0.60977439278165,-0.115602586675792,0.056,0.00133333333333334,0.606613356766257,-0.0883737551259519,0.60977439278165,-0.115602586675792,0.056,0.00133333333333334,0,0,0,4.44089209850063e-16
"ScenarioI",25,"IMDS","Ichino-Yaguchi",0.600595196250732,-0.0616754540128881,0.60214691081747,-0.0803554460861277,0.053,-0.000333333333333335,0.600595196250732,-0.0616754540128881,0.60214691081747,-0.0803554460861277,0.053,-0.000333333333333335,0,0,0,2.22044604925031e-16
"ScenarioI",26,"IMDS","Int-Euclidean",0.517776801405975,-0.0921464557703574,0.506034585881176,-0.071267291827574,0.0376666666666667,-0.000333333333333331,0.517776520210896,-0.0921470181605156,0.506034469820657,-0.0712675239486122,0.0376666666666667,-0.000333333333333331,5.6239015817916e-07,0,1.17164616286747e-06,4.44089209850063e-16
"ScenarioI",26,"IMDS","Hausdorff",0.571411833626245,-0.0792642062097246,0.577362684363132,-0.0866495247122167,0.0513333333333333,-0.005,0.571411833626245,-0.0792642062097246,0.577362684363132,-0.0866495247122167,0.0513333333333333,-0.005,0,0,0,4.44089209850063e-16
"ScenarioI",26,"IMDS","Wasserstein",0.560172817809022,-0.0696602226127709,0.567971972919826,-0.0763570230354032,0.0483333333333333,0,0.560172817809022,-0.0696602226127709,0.567971972919826,-0.0763570230354032,0.0483333333333333,0,0,0,0,3.33066907387547e-16
"ScenarioI",28,"IMDS","Int-Euclidean",0.459943760984183,-0.0806045694200352,0.45053112578857,-0.0979219793906608,0.038,-0.005,0.459943760984183,-0.0806045694200352,0.45053112578857,-0.0979219793906608,0.038,-0.005,0,0,0,4.44089209850063e-16
"ScenarioI",28,"IMDS","Ichino-Yaguchi",0.532445811364968,-0.0230052724077329,0.538075709684744,-0.0365150603107873,0.0573333333333333,-0.00333333333333333,0.532445811364968,-0.0230052724077329,0.538075709684744,-0.0365150603107873,0.0573333333333333,-0.00333333333333333,0,0,0,3.33066907387547e-16
"ScenarioI",29,"IMDS","Int-Euclidean",0.514125951962507,-0.083635618043351,0.48908093117995,-0.0727813427495874,0.036,-0.00366666666666667,0.514126280023433,-0.0836349619214997,0.489082014411462,-0.0727791762865639,0.036,-0.00366666666666667,2.16646302342305e-06,0,3.8686839703983e-06,4.44089209850063e-16
"ScenarioI",29,"IMDS","Hausdorff",0.58666373755126,-0.10777855887522,0.586575954471116,-0.139375080117835,0.057,-0.00866666666666667,0.586662460456942,-0.107781113063855,0.586573867960895,-0.139379253138278,0.057,-0.00866666666666667,4.17302044278256e-06,0,7.41497761003185e-06,4.44089209850063e-16
"ScenarioI",29,"IMDS","Wasserstein",0.56922554188635,-0.089727006444054,0.574684784389185,-0.118366687683446,0.054,-0.006,0.569225213825425,-0.0897276625659051,0.574683701157673,-0.118368854146469,0.054,-0.006,2.16646302342305e-06,0,3.8686839703983e-06,3.33066907387547e-16
"ScenarioI",30,"IMDS","Int-Euclidean",0.55282366725249,-0.0517914469830112,0.53790748948048,-0.0608554074760476,0.029,0.003,0.55282366725249,-0.0517914469830112,0.53790748948048,-0.0608554074760476,0.029,0.003,0,0,0,3.33066907387547e-16
"ScenarioI",30,"IMDS","Hausdorff",0.586987111892209,-0.0579929701230228,0.587861647110623,-0.0921428364177644,0.065,-0.00966666666666667,0.586987111892209,-0.0579929701230228,0.587861647110623,-0.0921428364177644,0.065,-0.00966666666666667,0,0,0,4.44089209850063e-16
"ScenarioI",30,"IMDS","Wasserstein",0.570379027533685,-0.0506373755125953,0.574016256609194,-0.0830161043181421,0.058,-0.00466666666666667,0.570379027533685,-0.0506373755125953,0.574016256609194,-0.0830161043181421,0.058,-0.00466666666666667,0,0,0,3.33066907387547e-16
"ScenarioI",31,"IMDS","Int-Euclidean",0.555917398945519,-0.0339648506151142,0.546379700124796,-0.019217517216795,0.0363333333333333,-0.005,0.555917750439367,-0.0339641476274166,0.546379893558994,-0.019217130348398,0.0363333333333333,-0.005,7.02987697651092e-07,0,1.17164616275645e-06,4.44089209850063e-16
"ScenarioI",31,"IMDS","Hausdorff",0.589372583479789,-0.0874786174575278,0.598631627289758,-0.107699877015765,0.0586666666666667,-0.00833333333333333,0.589372583479789,-0.0874786174575278,0.598631627289758,-0.107699877015765,0.0586666666666667,-0.00833333333333333,0,0,0,2.22044604925031e-16
"ScenarioI",31,"IMDS","Ichino-Yaguchi",0.575395430579965,-0.0663620386643234,0.583721205745978,-0.0777184589803592,0.057,-0.01,0.575395430579965,-0.0663620386643234,0.583721205745978,-0.0777184589803592,0.057,-0.01,0,0,0,2.22044604925031e-16
"ScenarioI",31,"IMDS","Wasserstein",0.569614528412419,-0.0750931458699473,0.579713196956083,-0.0907322912142647,0.0543333333333333,-0.00533333333333333,0.569614528412419,-0.0750931458699473,0.579713196956083,-0.0907322912142647,0.0543333333333333,-0.00533333333333333,0,0,0,4.44089209850063e-16
"ScenarioI",32,"IMDS","Int-Euclidean",0.539963678968951,0.0128599882835385,0.531048032628358,0.00116212503126034,0.0276666666666667,-0.000999999999999999,0.539963678968951,0.0128599882835385,0.531048032628358,0.00116212503126034,0.0276666666666667,-0.000999999999999999,0,0,0,3.33066907387547e-16
"ScenarioI",32,"IMDS","Hausdorff",0.58968424135911,-0.0857469244288225,0.594649165630796,-0.111562432499525,0.054,-0.00366666666666667,0.589684557703574,-0.0857462917398946,0.59464937453973,-0.111562014681656,0.054,-0.00366666666666667,6.3268892788737e-07,0,1.17164616275645e-06,4.71844785465692e-16
"ScenarioI",32,"IMDS","Centers-Euclidean",0.498899238429994,0.0118207381370826,0.495604031291513,0.0167714143555502,0.0346666666666667,0.00333333333333333,0.498899238429994,0.0118207381370826,0.495604031291513,0.0167714143555502,0.0346666666666667,0.00333333333333333,0,0,0,4.44089209850063e-16
"ScenarioI",33,"IMDS","Int-Euclidean",0.554739894551845,-0.0779953134153485,0.541680122625,-0.0708944642970363,0.04,-0.003,0.554740175746924,-0.0779947510251903,0.541680308321831,-0.0708940929033752,0.04,-0.003,5.6239015817916e-07,0,3.5149384886024e-06,3.33066907387547e-16
"ScenarioI",33,"IMDS","Hausdorff",0.605060339777387,-0.109408318687756,0.608148286656587,-0.134475946073616,0.0656666666666667,-0.0156666666666667,0.60506,-0.109408998242531,0.608148174464751,-0.134476170457286,0.0656666666666667,-0.0156666666666667,6.79554774465907e-07,0,1.17164616286747e-06,4.44089209850063e-16
"ScenarioI",34,"IMDS","Int-Euclidean",0.534775629759813,-0.0110345635618043,0.52377327638999,0.00215914015735413,0.035,0.005,0.534775629759813,-0.0110345635618043,0.52377327638999,0.00215914015735413,0.035,0.005,0,0,0,4.44089209850063e-16
"ScenarioI",34,"IMDS","Hausdorff",0.587653778558875,-0.0628717047451669,0.592415224008316,-0.0998310643962404,0.0486666666666667,-0.006,0.587653778558875,-0.0628717047451669,0.592415224008316,-0.0998310643962404,0.0486666666666667,-0.006,0,0,0,2.22044604925031e-16
"ScenarioI",35,"IMDS","Int-Euclidean",0.461955477445811,-0.0329607498535442,0.44949713172393,-0.0205326272063971,0.0346666666666667,0.00833333333333333,0.461955477445811,-0.0329607498535442,0.44949713172393,-0.0205326272063971,0.0346666666666667,0.00833333333333333,0,0,0,3.33066907387547e-16
"ScenarioI",36,"IMDS","Int-Euclidean",0.441817223198594,-0.033609841827768,0.432939191963945,-0.0284298454844552,0.025,0.00166666666666667,0.441817223198594,-0.033609841827768,0.432939191963945,-0.0284298454844552,0.025,0.00166666666666667,0,0,0,5.55111512312578e-17
"ScenarioI",36,"IMDS","Hausdorff",0.556209724663152,-0.0615489162272993,0.558069013177014,-0.0900481436227432,0.0526666666666667,-0.00833333333333333,0.556209724663152,-0.0615489162272993,0.558069013177014,-0.0900481436227432,0.0526666666666667,-0.00833333333333333,0,0,0,2.22044604925031e-16
"ScenarioI",36,"IMDS","Ichino-Yaguchi",0.549107205623902,-0.053195079086116,0.547665414256991,-0.0733201782726418,0.0513333333333333,-0.00633333333333333,0.549107205623902,-0.053195079086116,0.547665414256991,-0.0733201782726418,0.0513333333333333,-0.00633333333333333,0,0,0,4.44089209850063e-16
"ScenarioI",37,"IMDS","Int-Euclidean",0.547090802577622,-0.0186596367896894,0.533283385092333,-0.0306876954203533,0.033,-0.00533333333333333,0.547090415934388,-0.018660410076157,0.533283065925906,-0.0306883337532084,0.033,-0.00533333333333333,7.73286467567469e-07,0,1.17164616297849e-06,4.44089209850063e-16
"ScenarioI",37,"IMDS","Hausdorff",0.573019917984769,-0.0697516110134739,0.580859207076376,-0.0948289235709243,0.0433333333333333,-0.00433333333333333,0.573019379027534,-0.0697526889279437,0.580859023743741,-0.0948292902361939,0.0433333333333333,-0.00433333333333333,1.07791446980754e-06,0,4.68658465146987e-06,4.44089209850063e-16
"ScenarioI",37,"IMDS","Centers-Euclidean",0.501831282952548,0.0222448740480374,0.497252684014644,0.0118804874480395,0.03,-0.00233333333333333,0.501831282952548,0.0222448740480374,0.497252684014644,0.0118804874480395,0.03,-0.00233333333333333,0,0,0,3.33066907387547e-16
